date_time,WS_10_mean,WS_40a_mean,WS_20_mean,WD_20_mean,WS_60_mean,WD_60_mean,Tair_mean,Pbaro_mean
2022-01-01 00:10:00,5.8658,8.306,7.3084,278.22,9.0416,280.12,13.9,981.0
2022-01-01 00:20:00,6.0581,8.3122,7.4574,281.72,8.8559,282.62,14.12,981.0
2022-01-01 00:30:00,6.269,8.9631,7.687,276.82,9.4875,279.52,14.04,981.0
2022-01-01 00:40:00,6.1263,8.3556,7.3891,271.62,9.1036,276.22,13.85,981.1
2022-01-01 00:50:00,5.2518,7.463,6.3962,275.12,8.1128,278.82,13.81,981.0
2022-01-01 01:00:00,3.2981,5.0227,4.0536,275.72,6.0012,279.12,13.4,980.9
2022-01-01 01:10:00,4.252,7.0229,5.4281,269.82,8.3543,275.52,13.4,980.8
2022-01-01 01:20:00,5.3076,7.9403,6.3776,276.02,9.4751,277.22,13.6,980.6
2022-01-01 01:30:00,5.5557,8.6717,6.9113,271.72,10.2244,275.32,13.59,980.7
2022-01-01 01:40:00,7.038,10.9032,8.6861,270.92,12.5093,275.02,14.0,980.8
2022-01-01 01:50:00,7.8319,11.3185,9.5549,272.92,12.5836,279.02,14.04,980.7
2022-01-01 02:00:00,6.8582,10.3453,8.4193,277.92,11.5991,286.02,14.34,980.5
2022-01-01 02:10:00,5.5681,8.7275,6.9175,288.22,9.9457,295.52,14.34,980.4
2022-01-01 02:20:00,4.5311,7.3205,5.6888,298.62,8.3109,299.32,14.34,980.4
2022-01-01 02:30:00,4.8623,7.6552,5.968,301.02,8.7382,302.62,14.32,980.3
2022-01-01 02:40:00,5.4131,8.4176,6.663,300.02,9.5556,303.52,14.35,980.2
2022-01-01 02:50:00,5.1234,7.7172,6.3341,294.42,8.6763,297.42,14.2,980.2
2022-01-01 03:00:00,4.7141,7.4011,5.8563,300.62,8.3976,303.32,14.2,980.0
2022-01-01 03:10:00,4.866,7.4135,6.0239,297.52,8.3048,302.32,14.22,979.8
2022-01-01 03:20:00,4.3637,6.9858,5.6701,298.62,7.7041,299.62,14.07,979.6
2022-01-01 03:30:00,4.4282,6.9548,5.8377,300.42,7.7165,301.02,14.04,979.5
2022-01-01 03:40:00,4.7445,7.6552,6.3714,298.32,8.4781,297.82,14.26,979.4
2022-01-01 03:50:00,5.4069,8.4176,7.1409,295.52,9.1159,294.92,14.58,979.3
2022-01-01 04:00:00,5.5309,8.6593,7.1905,294.32,9.6237,296.62,14.69,979.1
2022-01-01 04:10:00,6.0643,9.459,7.7118,291.92,10.4844,295.92,14.97,979.1
2022-01-01 04:20:00,6.6411,10.1284,8.4565,290.62,10.9055,294.12,15.04,979.3
2022-01-01 04:30:00,6.7155,9.9548,8.4379,289.92,10.6516,292.32,15.04,979.4
2022-01-01 04:40:00,5.6363,8.6903,7.2029,288.22,9.7104,291.22,15.13,979.4
2022-01-01 04:50:00,5.3076,8.2874,6.7499,290.32,9.3698,292.12,15.3,979.4
2022-01-01 05:00:00,5.6363,9.0499,7.2402,288.72,10.0881,290.82,15.34,979.3
2022-01-01 05:10:00,6.2938,8.9383,7.8111,301.52,9.3636,300.42,15.06,979.3
2022-01-01 05:20:00,6.8333,9.2916,8.1524,298.62,9.9395,296.22,15.27,979.4
2022-01-01 05:30:00,6.0581,8.4114,7.3705,299.32,9.0912,295.82,15.26,979.5
2022-01-01 05:40:00,5.6239,8.2936,6.9671,299.22,9.1407,294.72,15.36,979.6
2022-01-01 05:50:00,6.1573,8.5106,7.5691,295.72,9.1221,294.72,15.48,979.7
2022-01-01 06:00:00,5.8534,8.3494,7.1347,295.32,8.6639,293.82,15.59,979.8
2022-01-01 06:10:00,5.227,7.7544,6.5948,293.92,8.0385,291.52,15.56,979.9
2022-01-01 06:20:00,4.4983,6.8184,5.6267,286.22,7.5307,283.52,15.64,980.0
2022-01-01 06:30:00,5.5371,7.6614,6.5762,276.62,8.5339,281.02,15.8,980.1
2022-01-01 06:40:00,6.3682,8.8143,7.5256,277.92,9.3698,281.62,16.16,980.2
2022-01-01 06:50:00,5.2952,7.2027,6.3466,279.82,7.8527,285.32,16.17,980.2
2022-01-01 07:00:00,5.4565,6.6448,6.0673,283.52,7.0106,287.12,16.25,980.3
2022-01-01 07:10:00,6.0457,6.8928,6.5389,282.32,7.2273,284.12,16.52,980.5
2022-01-01 07:20:00,6.5543,8.1201,7.4326,268.12,8.5401,271.02,16.4,980.7
