date_time,WS20M,WD20M,WS60M,WD60M,Tair_mean,Pbaro_mean,t_index,time_ofDay_cos,time_ofDay_sin
2021-03-01 00:00:00,14.476,80.72,16.751,83.62,18.98,978.6,0.0,1.0,0.0
2021-03-01 00:10:00,14.0106,81.82,16.9244,83.52,18.95,978.5,0.0,1.0,0.0
2021-03-01 00:20:00,14.1782,85.52,16.8501,86.72,18.91,978.3,0.0,1.0,0.0
2021-03-01 00:30:00,13.5204,84.32,15.6736,85.62,18.88,978.2,0.0,1.0,0.0
2021-03-01 00:40:00,12.4095,85.92,15.0729,87.52,18.85,978.2,0.0,1.0,0.0
2021-03-01 00:50:00,12.2358,86.62,15.3082,88.32,18.84,978.3,0.0,1.0,0.0
2021-03-01 01:00:00,13.5576,85.72,15.7789,87.22,18.86,978.3,0.0,1.0,0.0
2021-03-01 01:10:00,13.1108,85.22,15.686,87.52,18.85,978.3,0.0,1.0,0.0
2021-03-01 01:20:00,11.7952,84.12,14.3422,86.32,18.85,978.2,0.0,1.0,0.0
2021-03-01 01:30:00,11.156,87.12,13.5992,89.52,18.8,978.2,0.0,1.0,0.0
2021-03-01 01:40:00,12.1799,84.82,14.3361,86.42,18.76,978.0,0.0,1.0,0.0
2021-03-01 01:50:00,12.0248,84.72,14.0945,86.72,18.71,977.8,0.0,1.0,0.0
2021-03-01 02:00:00,11.5656,84.52,14.367,85.22,18.67,977.8,0.0,1.0,0.0
2021-03-01 02:10:00,11.5469,83.82,14.3299,84.92,18.68,977.6,0.0,1.0,0.0
2021-03-01 02:20:00,11.2056,84.62,14.0884,86.22,18.64,977.5,0.0,1.0,0.0
2021-03-01 02:30:00,11.0567,86.02,13.884,88.02,18.63,977.4,0.0,1.0,0.0
2021-03-01 02:40:00,11.187,86.32,13.7787,87.52,18.64,977.4,0.0,1.0,0.0
2021-03-01 02:50:00,10.976,88.12,12.9118,89.92,18.63,977.3,0.0,1.0,0.0
2021-03-01 03:00:00,11.3173,88.52,13.2029,90.52,18.59,977.3,0.0,1.0,0.0
2021-03-01 03:10:00,11.8882,88.62,13.6797,89.32,18.52,977.1,0.0,1.0,0.0
2021-03-01 03:20:00,11.398,88.12,13.1657,89.02,18.48,976.9,0.0,1.0,0.0
2021-03-01 03:30:00,10.945,87.32,12.8561,88.82,18.43,976.6,0.0,1.0,0.0
2021-03-01 03:40:00,10.6037,86.02,12.3298,87.52,18.42,976.5,0.0,1.0,0.0
2021-03-01 03:50:00,10.101,85.62,11.822,88.22,18.4,976.5,0.0,1.0,0.0
2021-03-01 04:00:00,8.5868,84.72,10.8064,87.12,18.42,976.6,0.0,1.0,0.0
2021-03-01 04:10:00,8.0097,84.72,10.212,87.22,18.44,976.5,0.0,1.0,0.0
2021-03-01 04:20:00,8.8661,84.82,10.4782,87.02,18.44,976.5,0.0,1.0,0.0
2021-03-01 04:30:00,9.1019,85.92,10.9055,87.92,18.41,976.5,0.0,1.0,0.0
2021-03-01 04:40:00,9.2074,87.72,11.4071,88.72,18.37,976.5,0.0,1.0,0.0
2021-03-01 04:50:00,9.1267,90.42,11.6238,90.62,18.39,976.2,0.0,1.0,0.0
2021-03-01 05:00:00,8.5992,91.92,10.9551,91.42,18.4,976.1,0.0,1.0,0.0
2021-03-01 05:10:00,8.6985,91.72,11.0975,91.32,18.45,976.0,0.0,1.0,0.0
2021-03-01 05:20:00,8.9281,88.82,11.1718,89.92,18.46,976.0,0.0,1.0,0.0
2021-03-01 05:30:00,8.9592,90.32,11.4071,91.02,18.42,975.9,0.0,1.0,0.0
2021-03-01 05:40:00,9.5549,88.42,11.7848,89.82,18.37,975.9,0.0,1.0,0.0
2021-03-01 05:50:00,8.9716,86.42,11.0603,88.32,18.3,976.0,0.0,1.0,0.0
2021-03-01 06:00:00,8.8164,88.02,10.6083,89.12,18.24,976.0,0.0,1.0,0.0
2021-03-01 06:10:00,8.8226,86.32,10.4411,87.92,18.2,976.0,0.0,1.0,0.0
