date_time,WS20M,WD20M,WS60M,WD60M,Tair_mean,Pbaro_mean,t_index,time_ofDay_cos,time_ofDay_sin
2022-09-23 00:00:00,9.257,273.72,10.9117,274.92,8.67,982.8,0.0,1.0,0.0
2022-09-23 00:10:00,8.5434,274.62,10.4906,276.02,8.32,982.9,0.0,1.0,0.0
2022-09-23 00:20:00,7.749,279.92,10.212,280.92,8.28,982.9,0.0,1.0,0.0
2022-09-23 00:30:00,8.0097,275.52,10.2925,275.32,8.34,983.0,0.0,1.0,0.0
2022-09-23 00:40:00,7.4822,272.32,9.3017,271.52,8.49,983.0,0.0,1.0,0.0
2022-09-23 00:50:00,7.2029,263.32,9.2893,265.72,8.61,983.0,0.0,1.0,0.0
2022-09-23 01:00:00,6.8182,276.52,8.5091,275.92,8.59,983.1,0.0,1.0,0.0
2022-09-23 01:10:00,5.999,278.72,7.6731,278.12,8.41,983.2,0.0,1.0,0.0
2022-09-23 01:20:00,7.1905,266.12,9.3513,265.32,8.44,983.3,0.0,1.0,0.0
2022-09-23 01:30:00,6.5762,274.62,8.1871,273.02,8.44,983.4,0.0,1.0,0.0
2022-09-23 01:40:00,6.5824,277.42,8.3233,277.22,8.26,983.3,0.0,1.0,0.0
2022-09-23 01:50:00,6.5079,274.22,8.1128,276.52,8.23,983.4,0.0,1.0,0.0
2022-09-23 02:00:00,5.1923,278.12,7.0539,279.02,8.22,983.4,0.0,1.0,0.0
2022-09-23 02:10:00,4.9459,273.12,7.0291,272.22,8.52,983.3,0.0,1.0,0.0
2022-09-23 02:20:00,5.2295,265.72,7.3511,267.72,8.71,983.4,0.0,1.0,0.0
2022-09-23 02:30:00,4.9577,262.62,6.8929,258.92,8.76,983.5,0.0,1.0,0.0
2022-09-23 02:40:00,5.7508,256.32,7.9951,255.22,8.94,983.5,0.0,1.0,0.0
2022-09-23 02:50:00,7.0788,250.52,9.7042,251.62,9.3,983.6,0.0,1.0,0.0
2022-09-23 03:00:00,6.6755,251.12,8.9921,253.42,9.34,983.5,0.0,1.0,0.0
2022-09-23 03:10:00,6.8058,252.82,9.8404,252.12,9.21,983.4,0.0,1.0,0.0
2022-09-23 03:20:00,7.265,249.52,10.2677,250.02,9.29,983.4,0.0,1.0,0.0
2022-09-23 03:30:00,7.9662,249.32,10.8746,250.62,9.46,983.5,0.0,1.0,0.0
2022-09-23 03:40:00,6.9237,253.62,9.6237,254.82,9.47,983.6,0.0,1.0,0.0
2022-09-23 03:50:00,7.4139,254.02,10.2182,255.12,9.61,983.8,0.0,1.0,0.0
2022-09-23 04:00:00,7.1285,254.72,10.0262,255.92,9.73,983.9,0.0,1.0,0.0
2022-09-23 04:10:00,6.3962,258.72,9.0788,259.22,9.76,984.0,0.0,1.0,0.0
2022-09-23 04:20:00,5.7942,258.92,8.9921,256.92,9.82,984.1,0.0,1.0,0.0
2022-09-23 04:30:00,6.2224,256.02,8.9673,255.42,9.85,984.3,0.0,1.0,0.0
2022-09-23 04:40:00,7.0602,257.42,10.0696,258.72,10.2,984.4,0.0,1.0,0.0
2022-09-23 04:50:00,6.7934,258.22,9.4008,260.12,10.35,984.5,0.0,1.0,0.0
